chemID	pval	../../../data/discovery_cohort/MLR.hd4.lower.group.public.tsv	../../../data/discovery_cohort/MLR.hd4.higher.group.public.tsv
100021136	0.0562426205860356	1.19829210526316	0.986807692307692
100000882	0.778944366554271	1.13309473684211	1.12177115384615
409	0.765448229947285	1.06074868421053	1.07918269230769
100002254	0.610653694976614	2.26681052631579	2.11911153846154
361	0.169393643382284	1.46675131578947	1.91416153846154
100019975	0.590273046174547	1.25838552631579	1.24876730769231
100000257	0.0373071682466274	1.06237763157895	1.40764423076923
100001232	0.805797593288629	1.26789605263158	1.32540576923077
100001948	0.699026732178725	0.996442105263158	1.01779038461538
100001073	0.566016041612581	1.20424605263158	1.27746346153846
100015637	0.476503797328648	1.09263289473684	1.14618846153846
100006360	0.49684212941482	3.41107368421053	2.64274423076923
1488	0.361861265444631	1.03048157894737	1.09373846153846
100002253	0.707069647770574	1.43083421052632	1.51386153846154
1023	0.942498212223723	0.9952	0.986109615384615
100004284	0.865700104788157	6.09001842105263	8.10329038461538
100001251	0.31903049028994	1.34513947368421	1.17647307692308
362	0.306940365986199	1.20981184210526	1.15208076923077
100006620	0.374677767293066	1.28000657894737	1.13949423076923
111	0.221955331916895	1.12042894736842	1.20258461538462
100009045	0.559561404133615	1.07602894736842	0.990817307692308
100002927	0.650416725077699	1.36885131578947	1.23821153846154
100015641	0.324703805699728	1.12205789473684	1.03835769230769
1114	0.501324245816873	1.28747105263158	1.07789230769231
100020409	0.519228665154053	1.23566315789474	1.32499807692308
158	0.912666759878986	1.07654078947368	1.02821153846154
1224	0.651522367025258	1.04444868421053	1.08677692307692
100001620	0.037740245835496	1.06602631578947	0.980257692307692
100020893	0.564414249511706	1.04121052631579	1.039975
100002458	0.91956795240782	1.23604342105263	1.20746923076923
100001112	0.867543763979136	1.19978552631579	1.165975
100002953	0.808315661527728	1.16355263157895	1.14352307692308
1141	0.509626549142466	1.01816052631579	1.05407307692308
100015834	0.388331558555654	1.19419473684211	1.05766153846154
100004561	0.822954875560189	1.18435131578947	1.14310384615385
100020497	0.37385004780023	1.06220263157895	0.885665384615385
498	0.0876511015823937	1.119175	0.995530769230769
100006051	0.956758550855485	1.31596184210526	1.30588076923077
1668	0.775632255665649	1.66161973684211	1.77451346153846
100004523	0.243529814641163	1.02245394736842	1.12991730769231
100001604	0.449841747752259	1.46591973684211	1.22541730769231
100001002	0.673360688936928	1.02563289473684	1.00769423076923
100001987	0.454216696058631	2.41495657894737	1.55965961538462
100002462	0.571232060927446	1.12588289473684	1.04645192307692
466	0.384484150642778	1.25015789473684	1.36716153846154
100000665	0.367424998804317	1.21648289473684	1.29890576923077
445	0.515258038065904	1.29395657894737	1.36432307692308
2029	0.18606096398279	1.38143026315789	1.14068269230769
100006438	0.413044365127348	2.14633815789474	1.66858076923077
100001398	0.516344671024584	1.34370789473684	1.6046
235	0.58159353126018	1.17969342105263	1.11681153846154
100000997	0.316529626554016	1.22629210526316	1.34894230769231
100002094	0.560542704044049	1.09595	1.07939615384615
1052	0.409382855426974	1.02528815789474	0.980703846153846
100020823	0.942031427803323	1.30970263157895	1.26469038461538
100001806	0.524726123318482	1.83549342105263	1.26364230769231
100006092	0.822143303026792	1.28426184210526	1.13765
100001415	0.312297512660152	1.03078421052632	1.06063461538462
100000008	0.190737122995094	1.04889605263158	1.16217115384615
565	0.0230604770113377	1.04054342105263	0.938330769230769
100015851	0.171266890001871	1.15453815789474	0.947082692307692
100001866	0.563191722051549	1.06773026315789	1.03673846153846
100020546	0.0126799351349779	1.76074078947368	0.817223076923077
100016110	0.384458430292338	0.992244736842105	0.922363461538461
100001254	0.0125455257634947	1.14230394736842	0.928190384615385
100006260	0.663981108598388	1.04422763157895	1.13454038461538
826	0.755209465896185	1.18180131578947	1.13786923076923
100001872	0.653859484186637	1.24655394736842	1.24047307692308
